"Name","padel_CrippenLogP","padel_nBase","padel_XLogP","padel_AATS1v","padel_AATS0i","padel_ETA_EtaP_F","padel_ZMIC2","padel_maxHBa","padel_minsssN","padel_AATS1i","padel_ETA_dEpsilon_B","padel_GATS1i","padel_ZMIC1","padel_SsssN","padel_nAromBond","padel_AATSC0p","padel_minHBd","padel_LipoaffinityIndex","padel_AATS3v","padel_AATS2i","padel_C2SP2","padel_AATS4v","padel_Kier2","padel_AATS6m","padel_AATS6v","padel_minssCH2","Opera_LogP","Opera_LogWS","Opera_LogBCF","Opera_LogKM"
"DTXSID00379925",5.99509,0,7.447,326.21913361671,237.684901275336,1.41455,91.0677854882054,13.092458462809,0,172.180696796444,0,1.41517368024243,91.3997259584587,0,0,0.314225605867347,0,13.5015196574547,246.367315091092,205.506299162657,0,246.205742108667,7.01730103806228,307.747598611845,245.674859452128,0,4.6669523417385,-5.63101513050115,2.7524516357289,0.427246785342818
"DTXSID0059829",5.09049,0,6.105,318.690707311279,242.2667796785,1.37856,79.3540908579783,12.7698611111111,0,174.161629103542,0,1.49205068254302,80.1271803624715,0,0,0.2648803584,0,13.8136446007732,239.014204112105,208.368142235,0,237.526510430607,6.26962962962963,290.966974939768,232.116715225162,0,4.07628852600467,-4.67133917567347,2.72730988661369,-0.0854749569183701
"DTXSID0060985",2.65699,0,2.143,347.60566873562,210.834464448587,0.98942,55.526763928883,12.591512345679,0,163.072758457714,0,1.12116838721755,58.7977236311478,0,0,0.387660862222222,0,6.05924060024216,265.373277710022,191.549564096708,0,273.05705316835,4.10763888888889,661.74990025,345.207564435407,0,2.96061990966699,-2.3148646883443,1.14757357470277,0.22218774836685
"DTXSID00880026",4.67899,0,5.905,310.379731424005,235.518633459587,1.37253,77.51486084176,12.8254166666667,0,172.888829950246,0,1.41291524284346,81.8549656442869,0,0,0.252628088294712,0.944166666666667,12.39515301855,235.546443499053,205.109414046204,0,230.430234026709,6.26962962962963,263.953457425622,221.923116886435,0,0.277534244139046,-1.47868639425154,0.695818785214042,0.12856759932297
"DTXSID1032646",4.8446,0,7.01,295.20440204721,222.360519782178,1.45665,90.6837758412325,13.3928487575586,0,167.384021847383,0,1.32705840646941,106.544102209397,0,0,0.328355749038652,0.720741281475859,13.4702998166217,217.839605858113,195.505620111825,0,221.994383193939,8.0452806122449,219.702868008949,208.577760655292,-1.26550203698585,6.7956657990304,-6.09305729312711,1.97387151176418,0.45668567369428
"DTXSID1037303",4.04369,0,5.024,308.560124486687,234.329660616489,1.28885,66.9399726899628,12.6379166666667,0,172.866112863007,0,1.40277591304141,71.8502408745037,0,0,0.249668819275384,0.947685185185185,11.0710732419218,233.526024192,205.498522770885,0,227.027387170599,5.52268244575937,259.316435791944,213.415999746161,0,2.05937616626998,-0.495629416399794,0.697337244611728,-0.196939691148955
"DTXSID1067629",4.4545,0,6.587,302.253586036642,227.373810935356,1.48759,91.5156579813536,13.264324452003,0,169.478343484545,0,1.38167010043496,103.456906672694,0,0,0.337481294247301,0.776296837031415,13.5736917456455,230.493933050946,199.576828592119,0,223.018833197508,7.51603305785124,240.967306537411,214.908128896625,0,5.26595981840345,-6.09706638581825,1.91415927276626,0.440682090293726
"DTXSID20179883",3.93139,0,4.871,290.938265538113,217.302798817713,1.21431,76.1433871084503,13.0487289164637,0,165.57815771548,0,1.24938426883641,86.9207827740885,0,0,0.446415404823465,0.680884348535864,8.96397819285335,197.126466802387,190.98076981893,0,193.233213718445,6.55785123966942,200.063365911337,194.038137291659,-2.85431973663951,3.27462584235626,-1.78226490155024,0.612747390679175,-0.283255135221742
"DTXSID20375106",1.79389,0,0.944,287.953741127632,212.351856096523,1.18036,59.2426611169617,12.4844420823885,0,168.904089890586,0,1.26965002929615,65.2570386700317,0,0,0.210650228632149,0.962036249685059,8.37487905313051,227.488827015959,201.155969909729,0,230.189587214924,6.01171875,198.2341203924,204.165031103559,0,2.11945843295248,0.060795103405529,0.395276547475847,0.0430739450746443
"DTXSID20874028",4.18859,0,5.057,284.925298431793,217.266893795625,1.10983,61.5132426270106,12.7827754157218,0,165.99868480991,0,1.22776788491432,71.0240422013546,0,0,0.241848793460274,0.841666666666667,8.15083642014676,196.761048647203,192.462025510372,0,193.387371593706,5.89387755102041,163.991168505228,181.38853558934,-2.55668603552532,3.29604212977658,-3.28254947483645,0.76785278214032,-0.0794244877662694
"DTXSID3031860",5.94959,0,7.667,312.962399335038,237.227781921539,1.52219,98.7860856468396,13.1336555177627,0,172.92107355794,0,1.42797227821001,101.972536304277,0,0,0.25688025416828,0.939583333333333,14.9450738385777,238.223499080899,204.57271235699,0,234.683792596846,7.76546629732225,268.590479059299,230.430234026709,0,4.15089301165243,-2.64773341739052,1.47491984164979,0.448335984891661
"DTXSID3031862",3.40839,0,4.143,306.16590483232,232.783995920462,1.19784,56.6561333041145,12.3952083333333,0,172.836221958745,0,1.39000222102136,61.9161144021177,0,0,0.245820247765327,0.952604166666667,9.70367899801587,230.679069713879,206.024963986629,0,221.923116886435,4.77685950413223,250.04239252459,196.401765465613,0,2.85044749987707,-4.04057886502451,0.738197265636655,-0.461682525089091
"DTXSID3031864",5.9219,0,6.332,320.086040011146,234.112449421062,1.50809,92.2487561174837,13.0536028176703,0,170.614214646574,0,1.408005969371,97.9814502892761,0,0,0.357273841256246,0.814248546066728,12.988493794812,237.183296612838,202.193088335926,0,235.546769027854,7,287.620553611864,231.085131798078,0,5.60926478384612,-3.08775183422934,0.771552562804434,0.425166864251324
"DTXSID3037707",3.3807,0,2.808,317.518410161832,227.098021086214,1.17679,52.318465996381,12.2491203703704,0,168.891009510038,0,1.36285829134478,58.9335013963408,0,0,0.410793036939608,0.832464096749811,7.69726565775384,227.71144581799,201.943590881159,0,221.269529892571,4,232.1672453352,168.723675843276,0,0.259989412255958,-2.13969961371682,0.7991776031307,-1.08439748284267
"DTXSID3037709",4.6513,0,4.57,319.137133327704,231.482038795494,1.35558,71.2674213757112,12.7193981481481,0,169.97737796568,0,1.38957680541071,78.2449152051362,0,0,0.377450605120706,0.82037037037037,10.4190647630071,233.942926604074,202.103153206882,0,231.085131798078,5.5,293.47417238299,221.269529892571,0,0.397587619216418,-3.21465251257663,0.773906048218623,-0.201810789535104
"DTXSID30382063",2.63629,0,2.347,289.436991651427,225.930537591803,1.10348,50.0485095767701,12.2472916666667,0,173.583697384786,0,1.42541064009039,58.7592228932787,0,0,0.216586483881668,0.974968348450491,8.91621420375095,236.377243080332,216.42332432368,0,229.218987299367,5.17479191438763,204.22526048096,218.097389397216,0,1.84476350806636,-2.82571873680279,0.6957858413283,-0.505130760050982
"DTXSID3038939",4.1938,0,6.197,313.203809462207,233.357416505277,1.4784,91.8899084723507,13.1002088057445,0,172.24668320092,0,1.42400427313852,99.4153611015933,0,0,0.348349041628764,0.901296837031415,13.2455571993037,232.172194581976,201.43302005587,0,229.726237853776,7,269.736841017096,223.472744752547,0,5.02071464844596,-6.10721427164215,1.22585929557337,0.426995237357848
"DTXSID3059921",8.49079,0,11.191,315.965501557169,239.247684649301,1.76991,140.901478155792,13.5465576577853,0,172.958566125027,0,1.44650909486795,142.399864882661,0,0,0.261902829251295,0.935026041666667,19.7829203756704,241.08517918563,203.970559242261,0,238.937351166982,10.7608596250572,272.300096366241,237.235927738928,0,5.10039718306425,-4.48806991998143,2.41323412572994,0.470571481054096
"DTXSID30627108",5.20199,0,6.633,296.402473886929,221.734900402408,1.38277,98.9548967998549,13.302089159738,0,166.824368416789,0,1.27854754089617,109.216039441141,0,0,0.419158303522216,0.677363393965958,11.3919803762493,206.56109208455,193.016285006472,0,204.321879429792,8.0452806122449,220.359319758811,207.970223643554,-3.10125839404692,5.00068865417859,-2.34586021327417,0.652796286631088,0.302782424388013
"DTXSID30891564",3.8133,0,3.524,291.469271379647,211.709320826202,1.06554,54.7533838572015,12.6759953703704,0,162.488089769663,0,1.21882221862727,64.4497468558293,0,0,0.364080466476832,0.71787037037037,6.31465999223146,186.721054446213,188.73352967383,0,184.673680856192,5.080078125,165.13901228592,176.376678567061,-2.54079989711934,3.25934439083743,-2.6176157742277,0.803648698259325,-0.467367038669939
"DTXSID40187142",5.35979,0,6.566,326.531085864923,236.850998397576,1.33486,80.8401248387062,12.9547033607682,0,172.071356155583,0,1.40586467158185,81.6132143431994,0,0,0.3185146656,0,12.2213708609242,246.205742108667,205.905091600122,0,245.987143367739,6.26962962962963,315.897528507806,245.192238855275,0,4.0665266006988,-5.57036025503961,1.90585738377793,0.104550503849465
"DTXSID40380257",2.62018,0,3.123,291.254007898102,211.738854616542,1.00553,44.8023416857372,12.5658333333333,0,165.022911369526,0.08519,1.14143791250599,47.8121238948987,0,0,0.248111738531497,0.889627267573696,6.73139523431595,218.323930824481,195.668564794536,2,182.463088551733,4.47258979206049,246.05533333248,176.828715744197,0,2.37217276784199,-3.29061930618484,0.736694253104043,-1.18606874375395
"DTXSID4059833",1.93069,0,1.702,299.112860993455,215.041913125925,1.18561,56.6892612305896,12.461875,0,167.747436116963,0,1.1990864443584,61.3250257969676,0,0,0.22970024731641,0.938174957482993,7.90566774754346,229.099267137408,192.215297557837,0,215.471527296551,4.83555555555556,183.3952953376,183.498586285845,0,2.32569823315822,-2.65578877419659,0.547103055774765,-0.443820897229369
"DTXSID4059916",2.13779,0,2.381,298.062392156002,227.705383347803,0.98739,38.4460637371973,11.7505787037037,0,172.735052744319,0,1.3512498449664,42.6501108431687,0,0,0.233162829209372,0.970833333333333,6.78741972222222,219.072255303079,207.939295680245,0,196.401765465613,3.29251700680272,19.1503904256,74.1834929458842,0,1.43188240067507,-2.68083756060941,0.739371289150304,-1.14378458526273
