"Name","padel_CrippenLogP","padel_nBase","padel_XLogP","padel_AATS1v","padel_AATS0i","padel_ETA_EtaP_F","padel_ZMIC2","padel_maxHBa","padel_minsssN","padel_AATS1i","padel_ETA_dEpsilon_B","padel_GATS1i","padel_ZMIC1","padel_SsssN","padel_nAromBond","padel_AATSC0p","padel_minHBd","padel_LipoaffinityIndex","padel_AATS3v","padel_AATS2i","padel_C2SP2","padel_AATS4v","padel_Kier2","padel_AATS6m","padel_AATS6v","padel_minssCH2","Opera_LogP","Opera_LogWS","Opera_LogBCF","Opera_LogKM"
"DTXSID40880025",4.67899,0,5.905,310.379731424005,235.518633459587,1.37253,77.51486084176,12.8254166666667,0,172.888829950246,0,1.41291524284346,81.8549656442869,0,0,0.252628088294712,0.944166666666667,12.39515301855,235.546443499053,205.109414046204,0,230.430234026709,6.26962962962963,263.953457425622,221.923116886435,0,2.69263343517086,-1.47868639425154,0.695818785214042,0.12856759932297
"DTXSID50226894",5.01709,0,6.27,306.127629510422,232.370704755293,1.39779,83.9708918516645,12.993585600907,0,171.368700264252,0,1.37171289895168,91.1257766686312,0,0,0.252603653923717,0.937431129476584,11.9249464637741,231.91645746525,201.419226154021,0,227.070184452916,7.05295138888889,246.74321262175,218.92047091118,0,4.01621734900755,-1.83946141611622,0.769275159554121,0.399012105160061
"DTXSID5030030",3.3807,0,2.808,317.518410161832,227.098021086214,1.17679,52.318465996381,12.2491203703704,0,168.891009510038,0,1.36285829134478,58.9335013963408,0,0,0.410793036939608,0.832464096749811,7.69726565775384,227.71144581799,201.943590881159,0,221.269529892571,4,232.1672453352,168.723675843276,0,3.11745282982232,-2.13969961371682,0.7991776031307,-1.08439748284267
"DTXSID50375114",5.74439,0,6.216,301.401784899798,232.789796539907,1.48939,93.0975664262476,13.010099324452,0,173.53618183871,0,1.45691169201605,109.098458410071,0,0,0.236019892299482,0.964852033788722,16.4660839420825,235.425759348535,211.439959005334,0,241.897067808797,9.38666666666667,254.546075251272,236.656581789837,0,4.62713986408714,-3.76603726675547,1.22240756388696,0.468627946558455
"DTXSID50379814",3.3123,0,2.272,309.986393064081,224.906087650229,1.17136,52.7575087972022,12.2791306584362,0,169.502192356147,0,1.38960870322281,60.9949742161437,0,0,0.390777700557568,0.837511574074074,8.10494646557697,223.950770386475,206.389313901748,0,229.093889521739,4.52861602497399,337.117586129233,222.879918704122,0,2.98487092019508,-3.09380273270448,0.696612785802951,-0.626555422606515
"DTXSID50381073",4.54219,0,4.99,300.865832977954,231.942394341223,1.35595,69.481315155821,12.7430305177627,0,173.407605564302,0,1.43895872613079,84.9613839185289,0,0,0.235546790246075,0.96686649659864,13.245643321878,233.310649109077,210.905135441779,0,235.910857967349,7.35626980534178,246.25042232466,233.879252990112,0,4.04241038558683,-2.1852988770544,0.735216189973059,0.413704571068684
"DTXSID50469320",2.9232,0,4.435,310.573882920006,230.651014404944,1.32186,70.5081195704547,12.7866203703704,0,172.044498520317,0,1.41053006609144,79.2984174818854,0,0,0.365576329348886,0.880021967120181,10.6562881124024,227.590512464393,201.144397168991,0,223.472744752547,5.5,265.303560302791,210.397259177251,0,3.24895537069857,-3.57342237045126,0.412314234649385,-0.181482649416191
"DTXSID5061954",6.28769,0,8.032,309.232785884643,234.472999698386,1.54393,105.570150416541,13.258431122449,0,171.666357027619,0,1.39138950086842,111.67933104355,0,0,0.256491547846558,0.93508382642998,14.4046686978849,235.056954040038,201.624750477955,0,231.597803087214,8.54222222222222,255.635015394579,227.070184452916,0,4.8882170322181,-2.74033333349754,1.57013167529909,0.465447610641176
"DTXSID50892417",1.84059,0,1.865,285.824683986669,219.231361360964,0.90548,33.0788027363315,11.7453703703704,0,169.422482965312,0,1.26855294744921,39.7117179456735,0,0,0.228302653287633,0.956944444444444,5.10067430555556,205.041054084854,199.924503798141,0,176.134474817066,3.39506172839506,13.1056149504,59.8169101075662,0,1.70898647984961,-1.02668123226457,0.731101591816488,-1.14977221346861
"DTXSID6027426",4.5493,0,6.54,282.060678601481,213.773859955002,1.46509,89.1660032898186,13.9043513925632,-0.824388046942836,164.410561264703,0,1.27634354231506,112.051874925762,-0.824388046942836,0,0.307392629518936,0.678810468631897,12.4110889582138,214.25372258012,190.944352715787,0,211.828341794427,9.38666666666667,170.833936932407,183.39137808097,-1.54675203698585,4.88770029981675,-6.5751795972419,1.93011656255231,0.494240503716554
"DTXSID60380390",3.6346,0,4.201,308.391280278583,226.538859303171,1.24739,64.7270687582933,12.8360056584362,0,167.865370844578,0,1.36807210542227,73.4248125036058,0,0,0.374170854328743,0,9.81029455910914,224.28211604091,203.491221063996,0,235.899971333361,5.81717451523546,229.596924853954,203.795776932536,-3.07444147875199,3.67644231453375,-4.74456072266893,0.417611233805391,-0.249945700900685
"DTXSID60500450",2.70469,0,2.726,295.760220430786,228.17938491343,1.10329,43.3933187663061,12.2545833333333,0,173.212603069774,0,1.39880972831614,53.2414375044071,0,0,0.227969428235904,0.959973781179138,8.66901471466364,236.087707990863,212.017000074841,0,215.214127676717,4.59183673469388,234.925797018244,194.256008748379,0,2.08914622073454,-2.97515353010628,0.737547069716043,-1.09744913038589
"DTXSID6062599",2.77309,0,3.262,302.873852807566,230.692802508191,1.09802,47.444505443923,12.1252083333333,0,172.795121965384,0,1.37344861657574,52.1203172266954,0,0,0.240610618739045,0.959778911564626,8.28127020975057,226.367967218439,206.777022866264,0,213.415999746161,4.03292181069959,208.237842848,159.721178611145,0,1.35303786678205,-3.34184669532024,0.739002747091615,-1.09049964764767
"DTXSID60663110",3.97529,0,4.625,303.054993091714,232.293061665906,1.29013,58.9438604225561,12.7430017006803,0,173.171599292441,0,1.41817988298362,70.148799577552,0,0,0.239839200224873,0.950135818216175,11.5577407024754,234.675975776492,209.453522201229,0,230.650938728571,6.06375,259.078830004224,224.174517250248,0,3.38494469901087,-2.7710152751018,0.738201906030465,-0.194490848642684
"DTXSID6067331",5.0839,0,5.286,298.142563293721,218.294275045628,1.25713,76.7027050013881,13.0279778176703,0,164.674434353181,0,1.25428357930348,86.8427734645501,0,0,0.346865968440139,0.711748546066728,8.81925277651657,201.294673772863,191.740473573722,0,201.792986524664,6.55785123966942,212.648836921569,200.684195825257,-2.91819147875199,3.72690050309494,-2.92036750887259,0.775269842569481,0.132853052185946
"DTXSID60892443",7.1925,0,8.094,320.709607260265,235.866056504774,1.64125,113.364508089056,13.3031566515495,0,171.03270732259,0,1.42129024621964,117.89723626025,0,0,0.343751288357805,0.810727591496822,15.4555114832398,239.169329844015,202.250807896357,0,238.096276016297,8.5,284.959817806807,235.546769027854,0,3.65956036016289,-3.49048317544854,1.57236333060705,0.467864905581531
"DTXSID70165670",3.74649,0,4.508,301.328751477535,229.171560276674,1.22792,62.302809059176,12.6345833333333,0,170.90868526632,0,1.34348459816333,70.501524883252,0,0,0.24668715271769,0.941512345679012,9.3352832175926,226.642793405701,201.090387235727,0,218.92047091118,5.57098765432099,225.99567281848,199.904472647129,0,2.99448099353446,-2.84804242084605,0.768789418973686,-0.388289157959214
"DTXSID70191136",2.06939,0,1.845,289.768085745025,224.88844351145,0.9953,39.2539958503005,11.8799537037037,0,173.246284744011,0,1.38647331239649,45.0888580813847,0,0,0.218453628701715,0.972001133786848,7.10687937641723,231.64375830184,214.495689864365,0,206.367851192911,3.86776859504132,262.2628292544,184.160517372648,0,1.74467446327189,-0.859142455256149,0.737427853541444,-1.19601444323201
"DTXSID7027831",4.1592,0,6.117,286.890476134333,217.302931167844,1.49339,89.9211425740778,13.7176847258965,-0.949388046942836,165.915367071661,0,1.3087577084667,109.730507127824,-0.949388046942836,0,0.313432543914418,0.706588246409675,12.5480931094598,222.1514002395,193.959070214237,0,205.08421043066,8.83424303361103,198.309924794437,198.718411695712,-1.5710575925414,4.57558252273832,-5.83465794150003,1.92344658345261,0.48151669426928
"DTXSID70379917",4.82389,0,5.938,289.082250274566,220.097983257112,1.20618,72.8497223332358,12.9702754157218,0,166.754763786348,0,1.24859259566976,82.2735563467151,0,0,0.245319500394625,0.839063360881543,9.41052811595749,203.185707477351,193.622025168598,0,201.109813981356,6.622248661511,186.765839269514,194.599722132923,-2.72361843348451,4.17972818914169,-2.01498148224844,0.768961451449095,-0.180612179816375
"DTXSID7040150",4.6513,0,4.57,319.137133327704,231.482038795494,1.35558,71.2674213757112,12.7193981481481,0,169.97737796568,0,1.38957680541071,78.2449152051362,0,0,0.377450605120706,0.82037037037037,10.4190647630071,233.942926604074,202.103153206882,0,231.085131798078,5.5,293.47417238299,221.269529892571,0,2.20305178170713,-3.21465251257663,0.773906048218623,-0.201810789535104
"DTXSID70565479",4.38179,0,5.389,304.016123175952,230.955698543596,1.31631,73.113422955614,12.8231018518519,0,171.166293665162,0,1.35897512894351,80.8228520627851,0,0,0.249986760900521,0.939166666666667,10.6466776197037,229.662391375281,201.276252711285,0,223.674470477193,6.31065759637188,238.962885195523,211.789471562161,0,3.52575600830433,-1.52905621059555,0.769287985381785,0.128589512284483
"DTXSID80108992",5.9219,0,6.332,320.086040011146,234.112449421062,1.50809,92.2487561174837,13.0536028176703,0,170.614214646574,0,1.408005969371,97.9814502892761,0,0,0.357273841256246,0.814248546066728,12.988493794812,237.183296612838,202.193088335926,0,235.546769027854,7,287.620553611864,231.085131798078,0,5.60926478384612,-3.08775183422934,0.771552562804434,0.425166864251324
"DTXSID8031863",5.31429,0,6.786,311.809422589041,236.461611921353,1.45002,88.1560367215679,12.9959004157218,0,172.90667909022,0,1.42115194945922,91.9006568226184,0,0,0.25497437096049,0.941563360881543,13.6843931748908,237.054643826854,204.810099642604,0,232.86083892393,7.01730103806228,266.735670405828,227.027387170599,0,3.53772798043835,-2.54960335190178,0.694647266043289,0.414389050627394
"DTXSID8031865",4.67899,0,5.905,310.379731424005,235.518633459587,1.37253,77.51486084176,12.8254166666667,0,172.888829950246,0,1.41291524284346,81.8549656442869,0,0,0.252628088294712,0.944166666666667,12.39515301855,235.546443499053,205.109414046204,0,230.430234026709,6.26962962962963,263.953457425622,221.923116886435,0,3.10641839086351,-1.47868639425154,0.695818785214042,0.12856759932297
"DTXSID8037706",5.9219,0,6.332,320.086040011146,234.112449421062,1.50809,92.2487561174837,13.0536028176703,0,170.614214646574,0,1.408005969371,97.9814502892761,0,0,0.357273841256246,0.814248546066728,12.988493794812,237.183296612838,202.193088335926,0,235.546769027854,7,287.620553611864,231.085131798078,0,-1.07882707324865,-3.08775183422934,0.771552562804434,0.425166864251324
"DTXSID8037708",4.67899,0,5.905,310.379731424005,235.518633459587,1.37253,77.51486084176,12.8254166666667,0,172.888829950246,0,1.41291524284346,81.8549656442869,0,0,0.252628088294712,0.944166666666667,12.39515301855,235.546443499053,205.109414046204,0,230.430234026709,6.26962962962963,263.953457425622,221.923116886435,0,3.89004461753326,-1.47868639425154,0.695818785214042,0.12856759932297
"DTXSID80380256",2.91799,0,3.432,272.673229842567,209.056734357312,0.88962,44.2587478145307,12.6526388888889,0,163.770241510934,0,1.17632408672934,48.10014724519,0,0,0.231767953684187,0.846224489795918,5.50146129913077,186.668684113728,190.030744386679,0,154.781124694473,4.47258979206049,246.05533333248,176.828715744197,-2.18518518518519,3.89372866444785,-3.31016228161561,0.722923450001002,-1.18506750183479
"DTXSID80380837",3.83849,0,3.573,293.365961836562,228.689848137952,1.28007,73.1381122471243,12.6805305177627,0,173.709255408246,0,1.45155313109193,83.4258447204123,0,0,0.222326223661575,0.968602033788722,12.2770134652074,238.744832112893,215.513737856521,0,240.343571383773,7.19727891156463,239.340451378049,230.709780153197,0,4.055688556543,-2.9389847276846,0.594551766557189,0.390851506290067
"DTXSID80382154",4.72449,0,5.685,326.932167326911,235.789667462245,1.24864,70.7187466569649,12.7688811728395,0,171.930775331619,0,1.39427019393291,71.9221670747869,0,0,0.323854407024793,0,10.9076590266828,245.987143367739,206.426589402961,0,245.674859452128,5.52268244575937,330.159905825737,244.347652810782,0,4.13163270491065,-3.45014172586496,1.82000744091592,-0.906984876900517
"DTXSID8047553",6.58489,0,8.548,313.911909596447,237.862608493121,1.58974,109.378907279032,13.2601318027211,0,172.932927825475,0,1.43371089996006,112.06245792416,0,0,0.258459094333768,0.938042406311637,16.1819546658084,239.155956643115,204.379835187428,0,236.101645453558,8.51398337112623,269.915342383207,232.86083892393,0,4.00255203027837,-3.78496144681721,1.52858855638731,0.467491125686368
"DTXSID8051419",4.921,1,6.607,264.358491444751,207.594869987559,1.43754,89.4159438461089,13.8620561828126,0,163.499567149898,0,1.28770855484647,115.235022151023,0,0,0.289324158012213,0.637824614809193,15.4114188551507,192.507560012958,188.422908084625,0,155.151297860731,9.8779296875,159.926035076006,176.864977552119,-1.20050203698585,2.72190666639713,-6.08454464721655,2.22185303803593,0.520078407884256
"DTXSID8059920",5.2866,0,5.451,319.666331285777,232.94337803192,1.43461,81.7009325739383,12.9068981481481,0,170.332536883871,0,1.3995938173165,88.0824031301655,0,0,0.366257153415739,0.816851851851852,11.719046265244,235.784045927235,202.153627003794,0,233.668184931106,6.25,289.871945446913,227.30990029596,0,4.31380745651736,-2.98697990821092,0.772196370045237,0.123218050433501
"DTXSID8059926",1.29539,0,0.821,294.498363248914,209.819763926382,1.08419,46.7302222386825,12.2191666666667,0,166.752188778269,0,1.16286448944512,51.1459162919998,0,0,0.221547731299204,0.941213151927438,6.3415,224.243184474801,189.838361021569,0,204.813880292982,4.10763888888889,112.46877417024,139.1770312382,0,1.89650059688877,-0.839622307991245,0.458176005190814,-1.10043493073441
"DTXSID8059928",0.66009,0,-0.06,287.754097314585,202.359550784178,0.9715,41.8508771239269,11.844537037037,0,165.297596514023,0,1.11944596722419,41.8508771239269,0,0,0.209844723287633,0.946111111111111,4.64584861111111,215.890722295117,186.03526256354,0,183.498586285845,3.39506172839506,16.126992,82.0136306254668,0,1.11001182047691,0.196114000424411,0.546230964934402,-1.16271903341712
"DTXSID8059970",1.50249,0,1.5,290.364055113501,223.088462827204,0.86297,32.8592403158596,11.3287037037037,0,172.638941990615,0,1.32033160129609,34.2743999541855,0,0,0.221639968880083,0.989166666666667,5.19938597222222,204.051671947926,209.973273104712,0,159.721178611145,2.56,0,0,0,1.41592622680536,-0.832460160150696,0.738547343190712,-1.07797711830457
"DTXSID90315130",6.6027,0,7.243,335.340695486715,235.212550780069,1.4711,94.0882850593389,13.1739399442905,0,169.853199655368,0,1.3990425933369,97.8329051603893,0,0,0.41376435196195,0,12.8798539022045,248.266647846057,202.864833787472,0,248.384102065885,7,327.290678817882,248.759955569337,0,7.31944903218137,-5.6682662052868,2.74738732545766,0.441921461132043
"DTXSID90382620",5.45919,0,6.819,292.434630792931,222.39824344457,1.29466,84.2345823908427,13.1080305177627,0,167.364504896379,0,1.26666552789248,93.3810826167806,0,0,0.248137393832632,0.837083333333333,10.6463191095056,208.164818070715,194.542024897536,0,206.901645772094,7.35626980534178,201.94895311237,203.407179828645,-2.85889042422525,4.43814040537113,-2.52116806490765,1.48426031160507,0.398205666727042
"DTXSID90558000",3.2446,0,4.46,286.693426173254,216.307439035987,1.22932,76.6342117813756,13.0931535021416,0,165.981066233126,0,1.27878197315245,87.9794367023217,0,0,0.433515811164496,0.762237654320988,9.07708006357921,203.801245582267,193.504448269869,0,198.81861230384,7.11111111111111,202.421652784618,192.921071203147,-2.80805516187957,3.4618077345752,-2.24409520109876,0.537339506606017,-0.293797708063717
"DTXSID9059915",2.81859,0,3.042,329.338656098838,229.6666043738,0.93648,43.6547797787523,12.0414737654321,0,171.087290387833,0,1.33266017625446,44.2439954816717,0,0,0.35205674556213,0,6.6636485159465,244.347652810782,209.779075278357,0,242.489563512897,3.29251700680272,0,0,0,2.27758734263711,-2.42373827640038,1.08509943856443,0.54165652328117
"DTXSID90868151",7.85549,0,10.31,315.383650501631,238.853557287787,1.71317,130.434210024461,13.463224324452,0,172.951301940154,0,1.44282837890063,132.278722548633,0,0,0.260923045294444,0.935833333333333,18.5982652395741,240.55028570811,204.085443718097,0,238.163976881503,10.0117333333333,271.681826815084,236.101645453558,0,5.35195300417298,-4.36777601310326,1.93621886431481,0.474512418356794
"DTXSID3020209",2.31749,0,2.741,250.7027381871,162.14067509775,0.69538,22.8182901793831,11.3269397203326,0,144.896223982995,0.04979,1.22847068938576,28.6727362029586,0,6,0.23038282021225,0.660116898994064,3.97905986726547,157.191658313897,153.095241704023,5,140.424947733281,6.47750865051903,55.2706224545454,170.613145458924,0.454573176492819,3.56488223772466,-2.93210789419301,0.949805434584247,-0.977555186078958
